0,31.52
1,32.82
2,34.12
3,35.42
4,36.72
5,38.02
6,39.32
7,40.62
8,41.92
9,43.22
10,44.52
11,45.82
12,47.12
13,48.42
14,49.72
15,51.02
16,52.32
17,53.62
18,54.92
19,56.22
20,57.52
21,58.82
22,60.12
23,61.42
24,62.72
25,64.02
26,65.32
27,66.62
28,67.92
29,69.22
30,70.52
31,71.82
32,73.12
33,74.42
34,75.72
35,77.02
36,78.32
37,79.62
38,80.92
39,82.22
40,83.52
41,84.82
42,86.12
43,87.42
44,88.72
45,90.02
46,91.32
47,92.62
48,93.92
49,95.22
50,96.52
51,97.82
52,99.12
53,100.42
54,101.72
55,103.02
56,104.32
57,105.62
58,106.92
59,108.22
60,109.52
61,110.82
62,112.12
63,113.42
64,114.72
65,116.02
66,117.32
67,118.62
68,119.92
69,121.22
70,122.52
71,123.82
72,125.12
73,126.42
74,127.72
75,129.02
76,130.32
77,131.62
78,132.92
79,134.22
80,135.52
81,136.82
82,138.12
83,139.42
84,140.72
85,142.02
86,143.32
87,144.62
88,145.92
89,147.22
90,148.52
91,149.82
92,151.12
93,152.42
94,153.72
95,155.02
96,156.32
97,157.62
98,158.92
99,160.22
