0.00,31.45
1.00,32.70
2.00,33.95
3.00,35.20
4.00,36.45
5.00,37.70
6.00,38.95
7.00,40.20
8.00,41.45
9.00,42.70
10.00,43.95
11.00,45.20
12.00,46.45
13.00,47.70
14.00,48.95
15.00,50.20
16.00,51.45
17.00,52.70
18.00,53.95
19.00,55.20
20.00,56.45
21.00,57.70
22.00,58.95
23.00,60.20
24.00,61.45
25.00,62.70
26.00,63.95
27.00,65.20
28.00,66.45
29.00,67.70
30.00,68.95
31.00,70.20
32.00,71.45
33.00,72.70
34.00,73.95
35.00,75.20
36.00,76.45
37.00,77.70
38.00,78.95
39.00,80.20
40.00,81.45
41.00,82.70
42.00,83.95
43.00,85.20
44.00,86.45
45.00,87.70
46.00,88.95
47.00,90.20
48.00,91.45
49.00,92.70
50.00,93.95
51.00,95.20
52.00,96.45
53.00,97.70
54.00,98.95
55.00,100.20
56.00,101.45
57.00,102.70
58.00,103.95
59.00,105.20
60.00,106.45
61.00,107.70
62.00,108.95
63.00,110.20
64.00,111.45
65.00,112.70
66.00,113.95
67.00,115.20
68.00,116.45
69.00,117.70
70.00,118.95
71.00,120.20
72.00,121.45
73.00,122.70
74.00,123.95
75.00,125.20
76.00,126.45
77.00,127.70
78.00,128.95
79.00,130.20
80.00,131.45
81.00,132.70
82.00,133.95
83.00,135.20
84.00,136.45
85.00,137.70
86.00,138.95
87.00,140.20
88.00,141.45
89.00,142.70
90.00,143.95
91.00,145.20
92.00,146.45
93.00,147.70
94.00,148.95
95.00,150.20
96.00,151.45
97.00,152.70
98.00,153.95
99.00,155.20
